0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Peronia
0	0	0.325732899	0	0	0	0	0	0	0.632911392	0	0	0.673400673	0	0	0	0	Pinnularia
1.587301587	0.328947368	2.280130293	1.212121212	0.94637224	3.927492447	3.174603175	15.38461538	1.18694362	0	36.9047619	2.167182663	0	0	2.295081967	2.5	0	Planothidium
0	0.328947368	0	0	0	0	0	0	0	0	0	0	0	0	0.327868852	0	0	Psammothidium
1.26984127	27.30263158	0	0	0.94637224	0	0	0	0	0	0	0	0	0	0	0.3125	0	Pseudostaurosira
0.317460317	0	0	0	2.208201893	0.302114804	0	0	5.934718101	0	0.297619048	0	0	0	2.62295082	0.625	1.543209877	Reimeria
2.857142857	0	11.40065147	0	5.047318612	0	0	2.006688963	0.59347181	0	0.595238095	0.92879257	0	0	5.573770492	0.9375	2.469135802	Rhoicosphenia
2.222222222	0.986842105	1.302931596	0	0	0.604229607	5.079365079	0	0.296735905	0.949367089	0	0.309597523	0	0	1.639344262	0.3125	0	Sellaphora
0	0	0	4.848484848	0	0	0	0	0	0.316455696	0	0	0	0	0	0	0	Simonsenia
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Stauroneis
0	2.302631579	0	0	0	0	0	0	0.890207715	1.898734177	0	0	0	0	0.983606557	0	0	Staurosira
0	2.631578947	0	0.303030303	0	0	0	0	0	6.64556962	0	0	0	0	0	0	0	Staurosirella
0	0	0.977198697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Stephanodiscus
0	0	0	2.121212121	0.315457413	0.302114804	0.952380952	0.334448161	2.670623145	0.949367089	0	4.334365325	0	0	0	0	0	Surirella
0	3.947368421	0	0.303030303	0	0	0	0	1.78041543	0.316455696	0.297619048	1.547987616	0	0	0	0	0	Synedra
0	0	0.325732899	0	0	0	0	0	0	0.316455696	0	0	0	0	0	0	0	Synedrella
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Tabellaria
0.317460317	0	0	0	0	0	0.317460317	0	0.296735905	0	2.083333333	2.167182663	0	0	0	0	0	Tabularia
0	0	0.325732899	0.909090909	0.315457413	0	0.317460317	1.003344482	0	0	0	2.476780186	0	0	0	0.3125	0	Trybionella
0	0	0.651465798	1.212121212	0	0.302114804	0	0	2.37388724	0	0	0	0	0	0	0	0	Unknown
